project.project_id	cases.case_id	cases.submitter_id	samples.sample_id	samples.submitter_id	portions.creation_datetime	portions.is_ffpe	portions.portion_id	portions.portion_number	portions.state	portions.submitter_id	portions.weight
WCDT-MCRPC	a7168a40-b5a6-42ce-aa7a-e7f7b4323879	DTB-204	91f12749-5e8a-4443-b353-be20a09058ef	DTB-204-BL	'--	'--	8a385de1-5ee4-54ac-ad18-1b44e0dbb0d5	'--	'--	'--	'--
WCDT-MCRPC	a7168a40-b5a6-42ce-aa7a-e7f7b4323879	DTB-204	91f12749-5e8a-4443-b353-be20a09058ef	DTB-204-BL	'--	'--	235ad4ef-ef6c-56c2-a49a-a2cddcc62861	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	9a496a3f-70c3-4951-8b7b-86fcfaa0d77e	DTB-036-N	'--	'--	b0dafce3-e595-5b38-8d1b-1000859950b0	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	b88de1d6-ead5-4d53-8e31-ee42a145ae3c	DTB-036-BL	'--	'--	4313691e-799a-5b03-82f0-8d4e464d281e	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	b88de1d6-ead5-4d53-8e31-ee42a145ae3c	DTB-036-BL	'--	'--	df974f7d-867d-5c72-bfb2-01f5d4312c56	'--	'--	'--	'--
WCDT-MCRPC	60ff205f-8b1e-49b0-ab15-df34f16d6b89	DTB-036	b88de1d6-ead5-4d53-8e31-ee42a145ae3c	DTB-036-BL	'--	'--	a118db7f-f6ad-59d1-a134-05702f362a99	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7824364e-f7d1-44bf-8e75-52caeabac7cd	DTB-210-N	'--	'--	572ac04e-b211-5fd0-bf14-29acb383ba0b	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7aa3f09a-2537-4a61-a649-e30d6af166ec	DTB-210-BL	'--	'--	beb8e784-3be3-5d46-865b-1329b7d8a4ba	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7aa3f09a-2537-4a61-a649-e30d6af166ec	DTB-210-BL	'--	'--	b9865ee7-dd32-567c-996a-b5ee6a7f30c6	'--	'--	'--	'--
WCDT-MCRPC	a46e8087-e18d-4858-8c27-912ce60bfecf	DTB-210	7aa3f09a-2537-4a61-a649-e30d6af166ec	DTB-210-BL	'--	'--	a7c52f3e-e186-54a4-bd8e-c7f78526825a	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	a83f64f0-1547-4be3-9767-75f937af1952	DTB-055-N	'--	'--	2a00a696-7e17-58cb-8e64-19441ec84f6e	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	d53361d2-fa6e-431d-8a57-05254ce2dd94	DTB-055-PRO	'--	'--	0692e379-cbd1-595f-82d7-db1bf88ab5c8	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	d53361d2-fa6e-431d-8a57-05254ce2dd94	DTB-055-PRO	'--	'--	2e2cfe7a-5a04-563c-be07-b1716c7b43a8	'--	'--	'--	'--
WCDT-MCRPC	30f398f7-d499-4543-bf1a-e27dbfc65aec	DTB-055	d53361d2-fa6e-431d-8a57-05254ce2dd94	DTB-055-PRO	'--	'--	482f9748-af04-5421-866d-6ad3b81bfbd3	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	6e917d3f-23f3-47ae-b527-74a9c5884a26	DTB-097-PRO	'--	'--	d2708fc8-e676-52ce-a42e-e17f1fe0a498	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	6e917d3f-23f3-47ae-b527-74a9c5884a26	DTB-097-PRO	'--	'--	74291367-bba7-5f93-b0e1-29468ce4f215	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	6e917d3f-23f3-47ae-b527-74a9c5884a26	DTB-097-PRO	'--	'--	a5724442-ef25-5cc7-848c-c41815e1b716	'--	'--	'--	'--
WCDT-MCRPC	5a469af2-d358-46d3-af7a-d2ad5543588a	DTB-097	e738deca-8985-43e9-a4f8-ace9fe2a0220	DTB-097-N	'--	'--	d5b2f5b6-f1f8-5bd9-81e2-16f48f43fb68	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	1e14f7ca-a47d-442a-8d35-9ae77855ca34	DTB-104-BL	'--	'--	d7b19b37-72cb-512d-b14c-a303ae8bc314	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	1e14f7ca-a47d-442a-8d35-9ae77855ca34	DTB-104-BL	'--	'--	283bad3e-8f88-54c3-837d-9420cb675513	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	1e14f7ca-a47d-442a-8d35-9ae77855ca34	DTB-104-BL	'--	'--	b89e4e8e-1e16-5f35-ab42-b55a18443dff	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	2cd48b71-d627-4910-9ba0-6c0a6880aed1	DTB-104-N	'--	'--	9a156f3d-0b3b-595f-9bdd-ad9fea98320a	'--	'--	'--	'--
WCDT-MCRPC	4734f3ca-940a-4213-9d77-13b1c5d7cfa2	DTB-104	353f647f-091b-4ccf-b74d-1bef86994772	DTB-104-TUMOR_ADJACENT-N	'--	'--	fc75eebd-89fe-5209-bc7d-a4eadc7d4eff	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	7eba602a-6612-43e7-bd68-80914654db8c	DTB-129-BL	'--	'--	e5c9bb82-5a4f-582b-afb2-ed6fb0057436	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	7eba602a-6612-43e7-bd68-80914654db8c	DTB-129-BL	'--	'--	c8f9a239-800a-5450-8b9a-729f23a177b9	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	7eba602a-6612-43e7-bd68-80914654db8c	DTB-129-BL	'--	'--	3e365e82-bae3-5407-a80a-6ebe659968b8	'--	'--	'--	'--
WCDT-MCRPC	3ca95a67-f5ae-4973-9ba3-15017dc6ef9c	DTB-129	e7589587-6d30-4063-8f48-49fd1bc3da53	DTB-129-N	'--	'--	be750185-cb7c-5e57-8b53-d0b3f8292b88	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	0df0258b-1af5-4e32-aa35-885fb9662310	DTB-091-N	'--	'--	270db8f9-1d52-5b82-8f22-c6232e8204ac	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	ee38c9cc-d142-4286-adf7-fef9249e9eb4	DTB-091-BL	'--	'--	4685c00c-94bd-5755-bf4c-2d06e5dd7ab7	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	ee38c9cc-d142-4286-adf7-fef9249e9eb4	DTB-091-BL	'--	'--	2e778efc-0753-5058-bd44-b8d3784e872e	'--	'--	'--	'--
WCDT-MCRPC	49b07d95-52e4-473e-9c99-df472d1c866b	DTB-091	ee38c9cc-d142-4286-adf7-fef9249e9eb4	DTB-091-BL	'--	'--	79e6f742-dcf0-517e-b038-73b16c665740	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	27825299-5a41-45b2-9772-426d0eff6628	DTB-083-N	'--	'--	bee5daa1-ec52-5100-8de6-da0175a88f9b	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	8d379102-70f9-4c40-a085-c6767583fdd9	DTB-083-BL	'--	'--	94dc6341-b157-574f-affc-f8278b1761f8	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	8d379102-70f9-4c40-a085-c6767583fdd9	DTB-083-BL	'--	'--	97694af3-8be7-5363-b29f-88fa7c11569a	'--	'--	'--	'--
WCDT-MCRPC	ee642fbc-1614-4161-b9a8-3f5a7ff01733	DTB-083	8d379102-70f9-4c40-a085-c6767583fdd9	DTB-083-BL	'--	'--	ce2cb24f-8b5b-5045-b6a8-c0693c6019b9	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	13625e19-ddf9-4ecc-8a11-009e713362f6	DTB-021-BL	'--	'--	3c1aab2d-c350-54c8-90b1-c8c334fdab4a	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	13625e19-ddf9-4ecc-8a11-009e713362f6	DTB-021-BL	'--	'--	56fea8c3-1d20-577e-8f8b-73ba1e19c52f	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	13625e19-ddf9-4ecc-8a11-009e713362f6	DTB-021-BL	'--	'--	fef58703-da56-562f-8228-eca517e1c3f8	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	2d8fb7a3-e6bd-4f8f-89bf-e18fbbe0792c	DTB-021-TUMOR_ADJACENT-N	'--	'--	48c788f2-be53-5697-a0ab-2fff66b5d718	'--	'--	'--	'--
WCDT-MCRPC	dc43fd29-0353-4d96-bf8a-d9dac4b970eb	DTB-021	89628579-34ee-4bb4-a55a-c196a0ba26d2	DTB-021-N	'--	'--	e08d1a0c-09d9-5626-922a-ac5bc0bdf6bb	'--	'--	'--	'--
WCDT-MCRPC	1a6fa40d-2364-40c2-af44-5d8b3175376b	DTB-035	1a67b020-54bb-4838-bc9d-fe42ebcb9a69	DTB-035-N	'--	'--	902816b9-5703-5760-a4dc-083b50446c37	'--	'--	'--	'--
WCDT-MCRPC	1a6fa40d-2364-40c2-af44-5d8b3175376b	DTB-035	2b6a69fa-f3de-43aa-9d0d-31968154d3b0	DTB-035-BL	'--	'--	3472019d-b327-5541-8fbc-e25c88cba7b1	'--	'--	'--	'--
WCDT-MCRPC	1a6fa40d-2364-40c2-af44-5d8b3175376b	DTB-035	2b6a69fa-f3de-43aa-9d0d-31968154d3b0	DTB-035-BL	'--	'--	4fff3704-196a-55c2-8456-64bd5da1d814	'--	'--	'--	'--
WCDT-MCRPC	1a6fa40d-2364-40c2-af44-5d8b3175376b	DTB-035	2b6a69fa-f3de-43aa-9d0d-31968154d3b0	DTB-035-BL	'--	'--	34556318-24cf-5276-b98d-bae36b57298d	'--	'--	'--	'--
WCDT-MCRPC	1a6fa40d-2364-40c2-af44-5d8b3175376b	DTB-035	decba0f9-b8f2-40e7-8c9b-c32e3b6a8040	DTB-035-TUMOR_ADJACENT-N	'--	'--	9e332024-d1e2-513e-aaa6-9284c1835dee	'--	'--	'--	'--
WCDT-MCRPC	2cf46916-b800-47c3-9af2-6ba96b262cfd	DTB-137	06f8fd30-c81a-466c-a793-68c0e545af8a	DTB-137-PRO	'--	'--	f89dcc5a-c0f5-5383-8811-7368eafeea77	'--	'--	'--	'--
WCDT-MCRPC	2cf46916-b800-47c3-9af2-6ba96b262cfd	DTB-137	06f8fd30-c81a-466c-a793-68c0e545af8a	DTB-137-PRO	'--	'--	abb9b9c3-ce3f-59aa-b4ad-388fdeddc7ad	'--	'--	'--	'--
WCDT-MCRPC	2cf46916-b800-47c3-9af2-6ba96b262cfd	DTB-137	06f8fd30-c81a-466c-a793-68c0e545af8a	DTB-137-PRO	'--	'--	e7a43424-3590-5dac-9c31-162461726bc6	'--	'--	'--	'--
WCDT-MCRPC	2cf46916-b800-47c3-9af2-6ba96b262cfd	DTB-137	56a9dd51-2815-4835-9944-d40aca5af3a3	DTB-137-N	'--	'--	c0e38cc0-9d4e-5104-9a13-fffb3fb62aa1	'--	'--	'--	'--
WCDT-MCRPC	ada19c1f-04fd-4477-86f5-29942adbb707	DTB-009	e0716851-148b-4c70-b4f0-d470b3664246	DTB-009-BL	'--	'--	599e3441-f139-5450-a9db-1ce119319fe7	'--	'--	'--	'--
WCDT-MCRPC	ada19c1f-04fd-4477-86f5-29942adbb707	DTB-009	e0716851-148b-4c70-b4f0-d470b3664246	DTB-009-BL	'--	'--	990eb7dc-02e2-5ea5-8638-5b39013b1d8e	'--	'--	'--	'--
WCDT-MCRPC	ada19c1f-04fd-4477-86f5-29942adbb707	DTB-009	e0716851-148b-4c70-b4f0-d470b3664246	DTB-009-BL	'--	'--	6ea2256b-a58f-59f1-9466-bb4818e71d88	'--	'--	'--	'--
WCDT-MCRPC	ada19c1f-04fd-4477-86f5-29942adbb707	DTB-009	e24745cd-454e-4307-a956-5f5310b1a288	DTB-009-N	'--	'--	636938f1-9bde-523f-9782-635d8d11249e	'--	'--	'--	'--
WCDT-MCRPC	ef5559f3-e19e-49be-91bb-8889e4396989	DTB-165	a42363b7-3684-421e-8931-b5c0209d9cf2	DTB-165-PRO	'--	'--	19c874c6-47f0-5902-86bb-f89431b336a3	'--	'--	'--	'--
WCDT-MCRPC	ef5559f3-e19e-49be-91bb-8889e4396989	DTB-165	a42363b7-3684-421e-8931-b5c0209d9cf2	DTB-165-PRO	'--	'--	77ea7c27-3e52-5429-92c4-7db23c110f36	'--	'--	'--	'--
WCDT-MCRPC	ef5559f3-e19e-49be-91bb-8889e4396989	DTB-165	a42363b7-3684-421e-8931-b5c0209d9cf2	DTB-165-PRO	'--	'--	eb157c03-ab52-59b4-b265-f9360a541ccf	'--	'--	'--	'--
WCDT-MCRPC	ef5559f3-e19e-49be-91bb-8889e4396989	DTB-165	da83ba76-603a-4920-89b4-f619898acb22	DTB-165-N	'--	'--	6dcbd532-c5a3-57ed-80e4-a2b1981e1fa9	'--	'--	'--	'--
WCDT-MCRPC	25da4ced-c30a-49c1-8a70-7aa08b198cd3	DTB-098	32197cba-812c-4665-bcc6-fe88582b7a63	DTB-098-N	'--	'--	0ad00ee3-2a76-5775-ae58-9f47bd9773ba	'--	'--	'--	'--
WCDT-MCRPC	25da4ced-c30a-49c1-8a70-7aa08b198cd3	DTB-098	d6361106-a7ee-4685-b916-e76521793dbf	DTB-098-PRO2	'--	'--	9a2ba367-3d51-5ae2-b750-ddd8b3b3399d	'--	'--	'--	'--
WCDT-MCRPC	25da4ced-c30a-49c1-8a70-7aa08b198cd3	DTB-098	d6361106-a7ee-4685-b916-e76521793dbf	DTB-098-PRO2	'--	'--	41afa37c-05ef-5ffe-90c8-34a2e3cf82b9	'--	'--	'--	'--
WCDT-MCRPC	25da4ced-c30a-49c1-8a70-7aa08b198cd3	DTB-098	d6361106-a7ee-4685-b916-e76521793dbf	DTB-098-PRO2	'--	'--	8f9b8c1e-e99b-5168-85bc-36e97cfbc1c9	'--	'--	'--	'--
WCDT-MCRPC	0a4e3053-bcc5-4c1a-8697-bc4602edd713	DTB-193	56dbcf41-e27d-47ca-9c6f-93ddd27dde0d	DTB-193-BL	'--	'--	c13aac22-7bbe-5df3-88fa-b2f213063f54	'--	'--	'--	'--
WCDT-MCRPC	0a4e3053-bcc5-4c1a-8697-bc4602edd713	DTB-193	6eb7c1dd-11c7-4eac-adb4-0b91f4d52f65	DTB-193-N	'--	'--	2d89d677-1a90-5a98-8518-1300a3597e18	'--	'--	'--	'--
WCDT-MCRPC	b693a90f-3f28-41c1-a579-56bf3d67f925	DTB-213	4e025879-c8f9-4410-8fcc-9bd5aeda5244	DTB-213-BL	'--	'--	8c63960e-5f29-507a-87fd-8246db9532cf	'--	'--	'--	'--
WCDT-MCRPC	b693a90f-3f28-41c1-a579-56bf3d67f925	DTB-213	4e025879-c8f9-4410-8fcc-9bd5aeda5244	DTB-213-BL	'--	'--	c9471379-dab5-5745-becb-d1ca4a4f07c9	'--	'--	'--	'--
WCDT-MCRPC	b693a90f-3f28-41c1-a579-56bf3d67f925	DTB-213	4e025879-c8f9-4410-8fcc-9bd5aeda5244	DTB-213-BL	'--	'--	e4997e09-caaf-5367-9595-161b5bac4778	'--	'--	'--	'--
WCDT-MCRPC	b693a90f-3f28-41c1-a579-56bf3d67f925	DTB-213	edba2fc4-86e1-4cb8-aee3-13ad3c106310	DTB-213-N	'--	'--	d88cac4f-9614-5f90-8880-8e9755f3f634	'--	'--	'--	'--
WCDT-MCRPC	58690814-6230-4c61-8b43-173a0ffb15b0	DTB-159	4fe9ddde-cf25-4b0a-a6f6-de2cdf65a58b	DTB-159-BL	'--	'--	352c0c8e-7f3a-5b7e-a802-4bafbf814d94	'--	'--	'--	'--
WCDT-MCRPC	58690814-6230-4c61-8b43-173a0ffb15b0	DTB-159	4fe9ddde-cf25-4b0a-a6f6-de2cdf65a58b	DTB-159-BL	'--	'--	a263148f-fdd2-5290-9443-35a1ddc60e30	'--	'--	'--	'--
WCDT-MCRPC	58690814-6230-4c61-8b43-173a0ffb15b0	DTB-159	4fe9ddde-cf25-4b0a-a6f6-de2cdf65a58b	DTB-159-BL	'--	'--	0d707b42-ceb1-57e1-948d-c11e5e9d6b69	'--	'--	'--	'--
WCDT-MCRPC	58690814-6230-4c61-8b43-173a0ffb15b0	DTB-159	8f5bff63-fb62-42a7-8e63-f697f3141e56	DTB-159-N	'--	'--	817ff72a-9f1f-51dd-a66b-93a29add589c	'--	'--	'--	'--
WCDT-MCRPC	1f6c36c4-18f3-4817-86e5-ebd1df1de795	DTB-080	a41ee96a-2abb-4726-80cc-b6bae410197e	DTB-080-N	'--	'--	08e6ad17-072c-57bb-8d37-090e2e09622d	'--	'--	'--	'--
WCDT-MCRPC	1f6c36c4-18f3-4817-86e5-ebd1df1de795	DTB-080	b96fd9eb-e3b5-4e8c-a028-e46d8d390b43	DTB-080-BL	'--	'--	fd3e2a41-bf0f-5c1f-8742-c917f1a5b0f8	'--	'--	'--	'--
WCDT-MCRPC	1f6c36c4-18f3-4817-86e5-ebd1df1de795	DTB-080	b96fd9eb-e3b5-4e8c-a028-e46d8d390b43	DTB-080-BL	'--	'--	6b7db5d5-2e59-577b-bbbc-86340c8cf6e1	'--	'--	'--	'--
WCDT-MCRPC	1f6c36c4-18f3-4817-86e5-ebd1df1de795	DTB-080	b96fd9eb-e3b5-4e8c-a028-e46d8d390b43	DTB-080-BL	'--	'--	eff2c181-c923-534b-885d-7bdc7629d0e1	'--	'--	'--	'--
WCDT-MCRPC	75ca65d6-ea4e-44d1-a5b8-73a886d49e23	DTB-020	4179ff28-e4d6-4f35-bc9f-2b17ba5ded58	DTB-020-N	'--	'--	81ff43e6-7bb0-57f2-a1e3-aa648c18f5a7	'--	'--	'--	'--
WCDT-MCRPC	75ca65d6-ea4e-44d1-a5b8-73a886d49e23	DTB-020	f99287a8-656a-4d0a-92da-2dc488f6e5b2	DTB-020-BL	'--	'--	c6c3cc8b-d07c-566b-b29e-a464fd040552	'--	'--	'--	'--
WCDT-MCRPC	75ca65d6-ea4e-44d1-a5b8-73a886d49e23	DTB-020	f99287a8-656a-4d0a-92da-2dc488f6e5b2	DTB-020-BL	'--	'--	60b08a24-4cd4-5219-983d-f318a2ecdc9a	'--	'--	'--	'--
WCDT-MCRPC	75ca65d6-ea4e-44d1-a5b8-73a886d49e23	DTB-020	f99287a8-656a-4d0a-92da-2dc488f6e5b2	DTB-020-BL	'--	'--	6af356b0-7b33-5bc4-a601-449c69bd67ef	'--	'--	'--	'--
WCDT-MCRPC	d9346f44-d1a0-41e3-918a-1ba04558c5f4	DTB-053	44b8830e-eea3-44e9-8f0c-db58eb579394	DTB-053-BL	'--	'--	0fafcb88-53bb-5f7d-8dbc-838613485ec3	'--	'--	'--	'--
WCDT-MCRPC	d9346f44-d1a0-41e3-918a-1ba04558c5f4	DTB-053	44b8830e-eea3-44e9-8f0c-db58eb579394	DTB-053-BL	'--	'--	b169a22d-4bfe-5b5b-bbb2-fc09b56107b5	'--	'--	'--	'--
WCDT-MCRPC	d9346f44-d1a0-41e3-918a-1ba04558c5f4	DTB-053	44b8830e-eea3-44e9-8f0c-db58eb579394	DTB-053-BL	'--	'--	1003bad2-a7cc-5ae4-8571-bf2a7240eb3b	'--	'--	'--	'--
WCDT-MCRPC	d9346f44-d1a0-41e3-918a-1ba04558c5f4	DTB-053	56413f58-edef-43cb-a31b-74b747f3a8de	DTB-053-N	'--	'--	2c53a4b7-49b8-5967-8572-44526a4c5793	'--	'--	'--	'--
WCDT-MCRPC	985a8d29-8a4e-46ea-891b-0322f7f3e2d2	DTB-146	1e1753c4-0d61-4abd-bdd9-4e2807c99822	DTB-146-BL	'--	'--	7fe1f581-1193-5951-a632-c9b6636104b1	'--	'--	'--	'--
WCDT-MCRPC	985a8d29-8a4e-46ea-891b-0322f7f3e2d2	DTB-146	1e1753c4-0d61-4abd-bdd9-4e2807c99822	DTB-146-BL	'--	'--	fdcc17de-32f9-5d05-88d5-da94c507a2a5	'--	'--	'--	'--
WCDT-MCRPC	985a8d29-8a4e-46ea-891b-0322f7f3e2d2	DTB-146	1e1753c4-0d61-4abd-bdd9-4e2807c99822	DTB-146-BL	'--	'--	110ae635-b79b-5539-a831-1376c2836dc9	'--	'--	'--	'--
WCDT-MCRPC	985a8d29-8a4e-46ea-891b-0322f7f3e2d2	DTB-146	77464c0a-d268-495e-af31-d3deffaf7d49	DTB-146-N	'--	'--	97ba7d4f-62fb-5631-9da0-03cda829cbca	'--	'--	'--	'--
WCDT-MCRPC	859626a7-5de5-42c8-af8c-c528a3184c87	DTB-255	18b4a3cb-d7d1-4db9-965c-8600dd271ac1	DTB-255-BL	'--	'--	99476116-6e41-57b7-b24c-b8e54332e942	'--	'--	'--	'--
WCDT-MCRPC	859626a7-5de5-42c8-af8c-c528a3184c87	DTB-255	18b4a3cb-d7d1-4db9-965c-8600dd271ac1	DTB-255-BL	'--	'--	32f74efd-2d69-5800-adf4-0b2a612a4c01	'--	'--	'--	'--
WCDT-MCRPC	859626a7-5de5-42c8-af8c-c528a3184c87	DTB-255	18b4a3cb-d7d1-4db9-965c-8600dd271ac1	DTB-255-BL	'--	'--	97264eb6-02e9-5214-af27-ade4ff3ab5a6	'--	'--	'--	'--
WCDT-MCRPC	859626a7-5de5-42c8-af8c-c528a3184c87	DTB-255	f5855ef5-97a8-4afd-919d-89bdfaa89127	DTB-255-N	'--	'--	a2167369-d767-57a9-ad5a-fdec81428284	'--	'--	'--	'--
WCDT-MCRPC	7f2fdb00-9baa-4678-abb2-f650ee6e2658	DTB-186	21d5717c-ba30-4861-823c-53c554046475	DTB-186-BL	'--	'--	db1ab801-c509-5be0-9bd6-a6457f1daa0f	'--	'--	'--	'--
WCDT-MCRPC	7f2fdb00-9baa-4678-abb2-f650ee6e2658	DTB-186	21d5717c-ba30-4861-823c-53c554046475	DTB-186-BL	'--	'--	8e6db9c2-3b47-56e6-8329-74ec080e8d88	'--	'--	'--	'--
WCDT-MCRPC	7f2fdb00-9baa-4678-abb2-f650ee6e2658	DTB-186	21d5717c-ba30-4861-823c-53c554046475	DTB-186-BL	'--	'--	0f36fcc4-17d7-51c8-bf50-1d9d3a0e7105	'--	'--	'--	'--
WCDT-MCRPC	7f2fdb00-9baa-4678-abb2-f650ee6e2658	DTB-186	f237916e-0d66-427a-bfc2-8d5cf997c802	DTB-186-N	'--	'--	c68cc34d-198e-5174-8e34-74de3c39375e	'--	'--	'--	'--
WCDT-MCRPC	e31be707-0e1c-42d0-86c3-7da095b0180e	DTB-183	c25ea863-2ebc-44e5-8016-7214a894bc4e	DTB-183-N	'--	'--	32b7d327-560f-52a1-8d7f-a657cd69495d	'--	'--	'--	'--
WCDT-MCRPC	e31be707-0e1c-42d0-86c3-7da095b0180e	DTB-183	c4e25cd2-e110-4945-90e2-5beeda0e2438	DTB-183-BL	'--	'--	deeff9c4-1dd2-5d5f-bc15-5f4ed98b629e	'--	'--	'--	'--
WCDT-MCRPC	e31be707-0e1c-42d0-86c3-7da095b0180e	DTB-183	c4e25cd2-e110-4945-90e2-5beeda0e2438	DTB-183-BL	'--	'--	f7748115-9693-5d33-883d-a994e0185415	'--	'--	'--	'--
WCDT-MCRPC	e31be707-0e1c-42d0-86c3-7da095b0180e	DTB-183	c4e25cd2-e110-4945-90e2-5beeda0e2438	DTB-183-BL	'--	'--	ff470a36-a9ce-50dc-82ef-a161da00b969	'--	'--	'--	'--
WCDT-MCRPC	31f7bb63-3b51-4a88-a63d-905ab717cd07	DTB-022	1fbe0bc7-c63e-45e7-8e69-0fc16bed4156	DTB-022-N	'--	'--	97bcd806-97bf-57b0-84cd-61dd6d5aadae	'--	'--	'--	'--
WCDT-MCRPC	31f7bb63-3b51-4a88-a63d-905ab717cd07	DTB-022	f699e633-171e-4a35-8e2b-5a8a267ab4e4	DTB-022-BL	'--	'--	fdbc5dbf-0632-5c08-8364-7b643b3f8ed6	'--	'--	'--	'--
WCDT-MCRPC	31f7bb63-3b51-4a88-a63d-905ab717cd07	DTB-022	f699e633-171e-4a35-8e2b-5a8a267ab4e4	DTB-022-BL	'--	'--	a3cadb83-87e8-53ac-acd2-2c82d0229b5b	'--	'--	'--	'--
WCDT-MCRPC	31f7bb63-3b51-4a88-a63d-905ab717cd07	DTB-022	f699e633-171e-4a35-8e2b-5a8a267ab4e4	DTB-022-BL	'--	'--	314f9c64-1fbc-5358-9021-71db4f48165f	'--	'--	'--	'--
